,actions,transition,time
0,0,u1,2
1,1,t1,7
2,2,u2,19
3,3,t2,24
4,4,u3,36
5,5,t3,41
6,0,u1,43
7,1,t1,48
8,2,u2,60
9,3,t2,65
10,4,u3,77
11,5,t3,82
12,0,u1,84
13,1,t1,89
14,2,u2,101
15,3,t2,106
16,4,u3,118
17,5,t3,123
18,6,u4,2833
19,7,t4,2838
20,6,u4,2874
21,7,t4,2879
22,6,u4,2915
23,8,u5,2917
24,7,t4,2920
25,9,t5,2922
26,10,u6,3028
27,11,t6,3033
28,12,u7,3045
29,13,t7,3050
30,8,u5,3052
31,9,t5,3057
32,10,u6,3163
33,11,t6,3168
34,12,u7,3180
35,8,u5,3182
36,9,t5,3187
37,10,u6,3293
38,11,t6,3298
39,13,t7,3300
40,12,u7,3310
41,13,t7,3315
42,0,u1,3317
43,1,t1,3322
44,2,u2,3334
45,3,t2,3339
46,4,u3,3351
47,5,t3,3356
48,0,u1,3358
49,1,t1,3363
50,2,u2,3375
51,3,t2,3380
52,4,u3,3392
53,5,t3,3397
54,0,u1,3399
55,1,t1,3404
56,2,u2,3416
57,3,t2,3421
58,4,u3,3433
59,5,t3,3438
60,6,u4,6148
61,7,t4,6153
62,6,u4,6189
63,7,t4,6194
64,6,u4,6230
65,8,u5,6232
66,9,t5,6237
67,10,u6,6343
68,7,t4,6345
69,11,t6,6348
70,12,u7,6360
71,13,t7,6365
72,8,u5,6367
73,9,t5,6372
74,10,u6,6478
75,11,t6,6483
76,12,u7,6495
77,13,t7,6500
78,0,u1,6502
79,1,t1,6507
80,2,u2,6519
81,3,t2,6524
82,4,u3,6536
83,5,t3,6541
84,6,u4,9333
85,7,t4,9338
86,8,u5,9340
87,9,t5,9345
88,10,u6,9451
89,11,t6,9456
90,12,u7,9468
91,13,t7,9473
92,8,u5,9475
93,9,t5,9480
94,10,u6,9586
95,11,t6,9591
96,12,u7,9603
97,13,t7,9608
98,0,u1,9610
99,1,t1,9615
100,2,u2,9627
101,3,t2,9632
102,4,u3,9644
103,5,t3,9649
104,0,u1,9651
105,1,t1,9656
106,2,u2,9668
107,3,t2,9673
108,4,u3,9685
109,5,t3,9690
110,0,u1,9692
111,1,t1,9697
112,2,u2,9709
113,3,t2,9714
114,4,u3,9726
115,5,t3,9731
116,6,u4,12441
117,7,t4,12446
118,6,u4,12482
119,7,t4,12487
120,6,u4,12523
121,8,u5,12525
122,7,t4,12528
123,9,t5,12530
124,10,u6,12636
125,11,t6,12641
126,12,u7,12653
127,8,u5,12655
128,9,t5,12660
129,10,u6,12766
130,11,t6,12771
131,8,u5,12773
132,9,t5,12778
133,10,u6,12884
134,11,t6,12889
135,13,t7,12891
136,12,u7,12893
137,13,t7,12898
138,12,u7,12901
139,13,t7,12906
140,0,u1,12908
141,1,t1,12913
142,2,u2,12925
143,3,t2,12930
144,4,u3,12942
145,5,t3,12947
146,0,u1,12949
147,1,t1,12954
148,2,u2,12966
149,3,t2,12971
150,4,u3,12983
151,5,t3,12988
152,0,u1,12990
153,1,t1,12995
154,2,u2,13007
155,3,t2,13012
156,4,u3,13024
157,5,t3,13029
158,6,u4,15739
159,7,t4,15744
160,6,u4,15780
161,7,t4,15785
162,6,u4,15821
163,8,u5,15823
164,7,t4,15826
165,9,t5,15828
166,10,u6,15934
167,11,t6,15939
168,12,u7,15951
169,8,u5,15953
170,9,t5,15958
171,10,u6,16064
172,11,t6,16069
173,13,t7,16071
174,12,u7,16081
175,8,u5,16083
176,9,t5,16088
177,10,u6,16194
178,11,t6,16199
179,13,t7,16201
180,12,u7,16211
181,13,t7,16216
